0,0.0,2.84842519685,0.0,0.980970094028
1,0.0,2.25984251969,50.375,0.978786269731
2,0.0,2.25,51.0,0.978953911
3,0.0,2.25590551181,50.625,0.97872115906
4,0.0,2.25,51.0,0.978896284314
5,0.0,2.24212598425,51.5,0.978860361185
6,0.0,2.24015748031,51.625,0.97929293553
7,0.0,2.22834645669,52.375,0.979251773611
8,0.0,2.24803149606,51.125,0.979160468991
9,0.0,2.24803149606,51.125,0.978735378632
10,0.0,2.20669291339,53.75,0.978937446232
11,0.0,2.23818897638,51.75,0.979012286084
12,0.0,2.24212598425,51.5,0.978817702469
13,0.0,2.24212598425,51.5,0.979280961153
14,0.0,2.24803149606,51.125,0.978697210307
15,0.0,2.24212598425,51.5,0.978637338425
16,0.0,2.20275590551,54.0,0.97896887897
17,0.0,2.24803149606,51.125,0.978806476491
18,0.0,2.24606299213,51.25,0.979000311708
19,0.0,2.23818897638,51.75,0.978937446232
20,0.0,2.19881889764,54.25,0.979063925582
21,0.0,2.2342519685,52.0,0.979462073595
22,0.0,2.2125984252,53.375,0.978970375767
23,0.0,2.22834645669,52.375,0.979054196401
24,0.0,2.24606299213,51.25,0.979010040889
25,0.0,2.22047244094,52.875,0.979375259367
26,0.0,2.24212598425,51.5,0.97891349748
27,0.0,2.20078740157,54.125,0.978891045524
28,0.0,2.19291338583,54.625,0.978971124166
29,0.0,2.19094488189,54.75,0.979561610599
30,0.0,2.19881889764,54.25,0.978918736269
31,0.0,2.22637795276,52.5,0.979001808505
32,0.0,2.24606299213,51.25,0.978694216713
33,0.0,2.2125984252,53.375,0.97907515156
34,0.0,2.25196850394,50.875,0.978546782204
35,0.0,2.19291338583,54.625,0.979447854023
36,0.0,2.22047244094,52.875,0.97876681137
37,0.0,2.24409448819,51.375,0.97884239962
38,0.0,2.2125984252,53.375,0.978989834129
39,0.0,2.24212598425,51.5,0.978445748404
40,0.0,2.2125984252,53.375,0.978811715281
41,0.0,2.21062992126,53.5,0.979084880741
42,0.0,2.22244094488,52.75,0.978805728093
43,0.0,2.21062992126,53.5,0.978638835222
44,0.0,2.22637795276,52.5,0.97858944092
45,0.0,2.21456692913,53.25,0.978867096771
46,0.0,2.18897637795,54.875,0.978848386808
47,0.0,2.18897637795,54.875,0.979078145154
48,0.0,2.21850393701,53.0,0.978810218484
49,0.0,2.23228346457,52.125,0.978419554456
50,0.00082850041425,2.23622047244,51.75,0.978576718145
51,0.0,2.21850393701,53.0,0.978712178278
52,0.00082850041425,2.21850393701,52.875,0.978682242337
53,0.0,2.21850393701,53.0,0.978592434514
54,0.0,2.24409448819,51.375,0.978873083959
55,0.00082850041425,2.19881889764,54.125,0.979308651899
56,0.0,2.20669291339,53.75,0.978760824181
57,0.0,2.21456692913,53.25,0.97916121739
58,0.0,2.20669291339,53.75,0.97878701813
59,0.0,2.22637795276,52.5,0.978914994277
60,0.0,2.18307086614,55.25,0.978502626692
61,0.0,2.22047244094,52.875,0.978281849128
62,0.0,2.23622047244,51.875,0.978507865481
63,0.0,2.1968503937,54.375,0.97880722489
64,0.0,2.20078740157,54.125,0.978471942352
65,0.0,2.20078740157,54.125,0.97894867221
66,0.0,2.19094488189,54.75,0.979370020577
67,0.0,2.23622047244,51.875,0.978431528832
68,0.0,2.24212598425,51.5,0.978390366914
69,0.0,2.17125984252,56.0,0.978557259784
70,0.0,2.21653543307,53.125,0.97830130749
71,0.0,2.20866141732,53.625,0.978279603933
72,0.0,2.22244094488,52.75,0.978572227754
73,0.0,2.23622047244,51.875,0.978621622057
74,0.0,2.22047244094,52.875,0.978220480449
75,0.0,2.18503937008,55.125,0.979114068283
76,0.0,2.19488188976,54.5,0.978907510291
77,0.00082850041425,2.20669291339,53.625,0.978214493261
78,0.0,2.20669291339,53.75,0.978540795016
79,0.00082850041425,2.21653543307,53.0,0.978214493261
80,0.0,2.25393700787,50.75,0.977886694709
81,0.00082850041425,2.20866141732,53.5,0.978123188642
82,0.0,2.19094488189,54.75,0.978450238795
83,0.0,2.1811023622,55.375,0.979099848711
84,0.0,2.20472440945,53.875,0.97852882064
85,0.00082850041425,2.19881889764,54.125,0.978450238795
86,0.0,2.20472440945,53.875,0.978537801422
87,0.00082850041425,2.18700787402,54.875,0.977924863034
88,0.00082850041425,2.19094488189,54.625,0.97858944092
89,0.00082850041425,2.19488188976,54.375,0.978049845587
90,0.0,2.19881889764,54.25,0.978064065159
91,0.0,2.1968503937,54.375,0.978934452638
92,0.0,2.19094488189,54.75,0.978585698928
93,0.0,2.16929133858,56.125,0.979545145831
94,0.0,2.17322834646,55.875,0.978799740904
95,0.0,2.1968503937,54.375,0.979023512062
96,0.00082850041425,2.14173228346,54.875,0.979294606692
97,0.00082850041425,2.09645669291,54.875,0.979181409232
98,0.0016570008285,2.11811023622,51.375,0.97852037012
99,0.0,2.03149606299,52.0,0.979470151958
100,0.0,0.00590551181102,62.75,0.996394729432
